ρ,replicate,f_eff,f_obs,soft_p1,attn_binder,diversity,β
50.0,5,0.9598080383923215,0.5807692307692308,0.4823991130721902,0.9668815767745378,0.47037735849056606,6.482468428208699
100.0,1,0.9794918885827977,0.5769230769230769,0.46905370002752855,0.984745534746687,0.4531446540880504,7.713111225104184
100.0,2,0.9794918885827977,0.6288461538461538,0.4955327072543426,0.9832982416918521,0.46182389937106927,7.713111225104184
100.0,3,0.9794918885827977,0.5961538461538461,0.4724343804613486,0.9811534627275237,0.4594339622641509,7.713111225104184
100.0,4,0.9794918885827977,0.5903846153846154,0.48005700283862196,0.9808059257517804,0.46182389937106927,7.713111225104184
100.0,5,0.9794918885827977,0.5980769230769231,0.47713080875722996,0.9813621440123271,0.45408805031446553,7.713111225104184
200.0,1,0.9896397092933354,0.6288461538461538,0.49721730627932265,0.9910556921810898,0.46163522012578617,7.713111225104184
200.0,2,0.9896397092933354,0.5980769230769231,0.4749982732690209,0.9910587880634482,0.4596855345911951,7.713111225104184
200.0,3,0.9896397092933354,0.6,0.48248492198110066,0.9898484249956392,0.4612578616352202,7.713111225104184
200.0,4,0.9896397092933354,0.6019230769230769,0.4791414899544213,0.9905428897605777,0.45408805031446553,7.713111225104184
200.0,5,0.9896397092933354,0.5634615384615385,0.46532049879514076,0.989293657636577,0.4481132075471699,7.713111225104184
500.0,1,0.9958299620339827,0.6173076923076923,0.48269639520225005,0.9957640833185964,0.44345911949685546,9.17738133701449
500.0,2,0.9958299620339827,0.5807692307692308,0.4697558785545807,0.9954861531735035,0.430566037735849,9.17738133701449
500.0,3,0.9958299620339827,0.6384615384615384,0.47899695906697376,0.9945380246822861,0.4445283018867926,9.17738133701449
500.0,4,0.9958299620339827,0.5769230769230769,0.4630810149229547,0.9948510543449773,0.44830188679245286,9.17738133701449
500.0,5,0.9958299620339827,0.573076923076923,0.45203065657939956,0.994816831510547,0.44547169811320764,9.17738133701449
1000.0,1,0.9979106246296816,0.5942307692307692,0.484240058792307,0.9981661862922738,0.4427044025157233,9.17738133701449
1000.0,2,0.9979106246296816,0.575,0.4639865620255616,0.9984432567203054,0.4476729559748428,9.17738133701449
1000.0,3,0.9979106246296816,0.6442307692307693,0.4875800879492436,0.9982379024328288,0.4443396226415095,9.17738133701449
1000.0,4,0.9979106246296816,0.6192307692307693,0.4860262133388714,0.9980968670893038,0.4442138364779874,9.17738133701449
1000.0,5,0.9979106246296816,0.6096153846153847,0.47602845217261386,0.9984278937134764,0.4475471698113208,9.17738133701449
